user_id,account_id,txn_id,event_time,event_type,amount,currency,channel,declared_income,account_deposit,residence_country,transaction_country,amount_in_1d,amount_out_1d,login_count_1h,failed_login_1h,new_ip_1d,geo_change_1d,device_id,ip_address,is_fraud,fraud_type
U-NORM-0119,ACC-0119,1983,2026-01-10 17:53:59.665550,withdrawal,9309.43,myr,web,401594,124215.0,gb,gb,12693.31,4134.58,0,0,0,0,DEV-0119-438,204.232.205.151,0,none
U-NORM-0187,ACC-0187,1984,2026-01-10 17:55:11.361948,sell,3907.86,usd,api,79172,17592.0,th,th,7006.11,3480.35,2,0,0,0,DEV-0187-352,6.246.119.71,0,none
U-NORM-0176,ACC-0176,1985,2026-01-10 18:13:43.196335,buy,2233.38,sgd,api,60600,49984.0,sg,sg,3859.74,207.44,0,0,0,0,DEV-0176-178,130.96.4.37,0,none
U-NORM-0115,ACC-0115,1986,2026-01-10 18:17:53.053127,withdrawal,273.22,myr,api,142745,20653.0,in,in,44.43,212.63,0,0,0,0,DEV-0115-634,120.211.109.222,0,none
U-NORM-0124,ACC-0124,1987,2026-01-10 18:31:03.008482,sell,5464.5,eur,mobile,199541,120719.0,gb,gb,4875.62,549.14,3,0,0,0,DEV-0124-726,197.160.97.202,0,none
U-NORM-0044,ACC-0044,1988,2026-01-10 18:31:25.344245,withdrawal,4167.9,sgd,api,117342,19407.0,th,th,3123.68,3857.51,2,0,0,0,DEV-0044-980,42.224.162.226,0,none
U-NORM-0200,ACC-0200,1989,2026-01-10 18:54:48.479810,withdrawal,5320.57,jpy,mobile,166662,99605.0,sg,sg,7783.51,3639.33,0,0,0,0,DEV-0200-231,184.24.115.221,0,none
U-NORM-0094,ACC-0094,1990,2026-01-10 18:56:16.029694,buy,3724.09,eur,mobile,142440,12961.0,gb,gb,3263.33,489.37,0,0,0,0,DEV-0094-390,9.201.173.171,0,none
U-NORM-0125,ACC-0125,1991,2026-01-10 19:05:01.494474,deposit,3372.13,jpy,api,75500,39885.0,th,th,5407.9,712.05,2,0,0,0,DEV-0125-284,29.72.223.208,0,none
U-NORM-0078,ACC-0078,1992,2026-01-10 19:06:06.700101,buy,10639.53,eur,api,172625,157576.0,gb,gb,4392.19,7562.87,1,2,0,0,DEV-0078-168,189.38.47.250,0,none
U-NORM-0014,ACC-0014,1993,2026-01-10 19:09:02.278699,deposit,5357.95,jpy,api,490968,134425.0,sg,sg,1082.07,897.41,1,0,0,0,DEV-0014-379,201.230.251.59,0,none
U-NORM-0182,ACC-0182,1994,2026-01-10 19:14:12.297176,withdrawal,10316.59,usd,api,345776,130556.0,us,us,11358.12,2072.26,0,0,0,0,DEV-0182-327,12.115.82.100,0,none
U-NORM-0152,ACC-0152,1995,2026-01-10 19:17:19.027677,buy,1029.13,eur,mobile,107481,21542.0,th,th,818.22,955.91,2,0,0,0,DEV-0152-924,131.182.206.227,0,none
U-NORM-0066,ACC-0066,1996,2026-01-10 19:53:22.494090,withdrawal,2187.27,usd,web,86005,37893.0,sg,sg,1938.09,1680.31,1,0,0,0,DEV-0066-740,97.36.40.33,0,none
U-NORM-0159,ACC-0159,1997,2026-01-10 19:56:26.611474,withdrawal,3491.97,gbp,web,107745,17929.0,cn,cn,5070.11,212.59,2,0,0,0,DEV-0159-699,9.41.99.58,0,none
U-NORM-0161,ACC-0161,1998,2026-01-10 19:59:19.734792,buy,4425.17,myr,api,121464,37398.0,in,in,1497.03,2114.12,0,0,0,0,DEV-0161-475,7.132.195.224,0,none
U-NORM-0105,ACC-0105,1999,2026-01-10 20:01:42.788540,sell,13985.4,myr,api,257416,82332.0,au,au,21516.54,2222.36,3,0,0,0,DEV-0105-587,187.49.121.205,0,none
U-NORM-0096,ACC-0096,2000,2026-01-10 20:04:13.498542,withdrawal,5150.66,sgd,api,290631,82252.0,us,us,8202.06,331.31,4,0,0,0,DEV-0096-429,165.188.101.231,0,none
U-NORM-0043,ACC-0043,2001,2026-01-10 20:08:52.479158,deposit,13226.96,sgd,api,241788,130140.0,gb,gb,22783.0,1924.41,0,0,0,0,DEV-0043-264,66.120.207.62,0,none
U-NORM-0095,ACC-0095,2002,2026-01-10 20:13:24.496922,buy,3433.73,sgd,api,88117,48179.0,gb,gb,6818.75,2159.16,2,2,0,0,DEV-0095-251,86.140.200.228,0,none
U-NORM-0057,ACC-0057,2003,2026-01-10 20:19:06.559987,buy,4919.54,jpy,mobile,268636,63487.0,au,au,1333.6,2045.63,1,0,0,0,DEV-0057-444,110.245.31.131,0,none
U-NORM-0131,ACC-0131,2004,2026-01-10 20:22:00.396046,sell,1836.92,usd,mobile,463738,179617.0,au,au,302.15,1019.56,1,0,0,0,DEV-0131-504,6.62.62.148,0,none
U-NORM-0098,ACC-0098,2005,2026-01-10 20:27:38.476075,deposit,2137.62,myr,web,145788,30391.0,cn,cn,331.63,1321.2,1,0,0,0,DEV-0098-537,179.178.182.193,0,none
U-NORM-0198,ACC-0198,2006,2026-01-10 20:42:00.097241,deposit,1758.73,sgd,mobile,448596,95351.0,au,au,2431.73,1465.25,3,0,0,0,DEV-0198-398,11.187.47.231,0,none
U-NORM-0193,ACC-0193,2007,2026-01-10 20:45:18.878206,deposit,502.84,eur,mobile,42144,33462.0,id,id,739.97,0.05,2,0,0,0,DEV-0193-773,159.250.239.198,0,none
U-NORM-0099,ACC-0099,2008,2026-01-10 20:50:23.723927,withdrawal,1813.04,sgd,api,88277,15747.0,us,us,1961.05,1671.09,4,0,0,0,DEV-0099-126,12.25.1.170,0,none
U-NORM-0030,ACC-0030,2009,2026-01-10 20:55:53.571681,buy,2079.48,myr,api,76371,47705.0,th,th,1180.09,907.86,1,0,0,0,DEV-0030-889,25.106.242.100,0,none
U-NORM-0034,ACC-0034,2010,2026-01-10 21:08:45.343175,withdrawal,5885.25,eur,api,252654,82975.0,sg,sg,2802.38,4827.54,3,1,0,0,DEV-0034-441,88.202.14.214,0,none
U-NORM-0143,ACC-0143,2011,2026-01-10 21:18:41.044198,deposit,1703.34,usd,api,106673,30804.0,us,jp,3302.7,130.59,3,0,0,0,DEV-0143-846,204.207.86.194,0,none
U-NORM-0099,ACC-0099,2012,2026-01-10 21:31:11.732444,buy,1411.03,myr,mobile,88277,15747.0,us,us,1504.5,959.0,0,0,0,0,DEV-0099-126,12.25.1.170,0,none
U-NORM-0072,ACC-0072,2013,2026-01-10 21:35:36.117119,withdrawal,14249.19,jpy,api,451269,89103.0,sg,sg,22258.46,10269.05,1,0,0,0,DEV-0072-478,8.78.90.223,0,none
U-NORM-0015,ACC-0015,2014,2026-01-10 21:41:35.907662,sell,4551.33,sgd,web,130744,25519.0,vn,vn,4435.41,1957.0,3,0,0,0,DEV-0015-811,52.245.160.46,0,none
U-NORM-0101,ACC-0101,2015,2026-01-10 21:44:03.775185,buy,1810.3,sgd,api,93257,9453.0,vn,vn,226.93,352.73,3,0,0,0,DEV-0101-153,210.220.93.112,0,none
U-NORM-0001,ACC-0001,2016,2026-01-10 21:45:11.374861,withdrawal,1256.33,jpy,mobile,45795,5860.0,my,my,1785.65,139.32,1,0,0,0,DEV-0001-328,36.52.44.152,0,none
U-NORM-0129,ACC-0129,2017,2026-01-10 21:55:10.495818,deposit,6527.24,usd,api,284479,89529.0,gb,gb,3172.65,6246.43,0,0,0,0,DEV-0129-953,203.236.60.92,0,none
U-NORM-0173,ACC-0173,2018,2026-01-10 22:01:59.595871,buy,1823.22,gbp,api,188728,114650.0,gb,gb,3179.86,293.72,2,0,0,0,DEV-0173-628,199.170.115.88,0,none
U-NORM-0008,ACC-0008,2019,2026-01-10 22:05:36.207453,buy,3431.78,gbp,api,405158,126256.0,gb,gb,6723.2,497.49,5,0,0,0,DEV-0008-550,18.240.226.162,0,none
U-NORM-0136,ACC-0136,2020,2026-01-10 22:07:11.179382,buy,2479.18,myr,mobile,67506,27879.0,us,us,3592.82,1008.62,0,0,0,0,DEV-0136-364,100.125.20.13,0,none
U-NORM-0075,ACC-0075,2021,2026-01-10 22:23:16.300891,deposit,4864.59,gbp,api,52413,21805.0,id,id,1885.56,956.31,1,1,0,0,DEV-0075-877,99.40.76.2,0,none
U-NORM-0122,ACC-0122,2022,2026-01-10 22:27:30.921674,buy,12002.45,usd,web,363109,150117.0,gb,gb,14245.31,8056.89,2,0,0,0,DEV-0122-502,90.144.211.169,0,none
U-NORM-0020,ACC-0020,2023,2026-01-10 22:36:09.762821,sell,4733.25,eur,api,161049,181858.0,us,us,7919.02,3333.8,1,1,0,0,DEV-0020-524,39.75.51.237,0,none
U-NORM-0175,ACC-0175,2024,2026-01-10 22:37:50.727083,sell,929.85,myr,mobile,104275,10976.0,th,th,1453.63,447.83,3,0,0,0,DEV-0175-173,173.77.100.57,0,none
U-NORM-0011,ACC-0011,2025,2026-01-10 22:40:25.787871,buy,19513.07,jpy,web,385796,178557.0,gb,gb,32774.79,14669.38,0,0,0,0,DEV-0011-462,174.135.247.50,0,none
U-NORM-0110,ACC-0110,2026,2026-01-10 22:43:35.954344,sell,4827.44,sgd,api,52742,28553.0,cn,cn,6705.55,2589.35,2,0,0,0,DEV-0110-482,113.5.88.16,0,none
U-NORM-0176,ACC-0176,2027,2026-01-10 22:49:44.696832,buy,2145.0,jpy,api,60600,49984.0,sg,sg,2671.06,1673.93,1,0,0,0,DEV-0176-178,130.96.4.37,0,none
U-NORM-0099,ACC-0099,2028,2026-01-10 22:56:53.882750,sell,444.39,jpy,web,88277,15747.0,us,us,797.26,432.95,4,0,0,0,DEV-0099-126,12.25.1.170,0,none
U-NORM-0014,ACC-0014,2029,2026-01-10 22:58:27.426122,withdrawal,19488.46,jpy,mobile,490968,134425.0,sg,sg,31115.01,6358.19,3,0,0,0,DEV-0014-379,201.230.251.59,0,none
U-NORM-0006,ACC-0006,2030,2026-01-10 23:00:44.491878,buy,10057.21,usd,mobile,316129,182311.0,gb,gb,10484.33,8270.99,3,0,0,0,DEV-0006-402,180.151.11.251,0,none
U-NORM-0151,ACC-0151,2031,2026-01-10 23:10:12.100350,deposit,16481.35,gbp,api,159250,75547.0,sg,sg,20009.07,7962.87,0,0,0,0,DEV-0151-371,63.3.51.145,0,none
U-NORM-0054,ACC-0054,2032,2026-01-10 23:17:49.107539,withdrawal,18991.02,jpy,api,246102,52669.0,au,au,1731.26,6542.67,0,0,0,0,DEV-0054-661,101.172.216.174,0,none
U-NORM-0126,ACC-0126,2033,2026-01-10 23:23:46.378764,withdrawal,2478.67,usd,api,310466,175027.0,au,au,2633.76,1482.66,3,0,0,0,DEV-0126-934,124.208.42.130,0,none
U-NORM-0035,ACC-0035,2034,2026-01-10 23:26:57.231647,sell,1898.29,myr,api,92457,40343.0,th,th,2614.5,1857.77,0,0,0,0,DEV-0035-426,70.72.145.147,0,none
U-NORM-0144,ACC-0144,2035,2026-01-10 23:34:21.798480,withdrawal,2897.57,gbp,mobile,116921,37235.0,gb,gb,3646.2,287.09,1,0,0,0,DEV-0144-788,110.25.156.126,0,none
U-NORM-0007,ACC-0007,2036,2026-01-10 23:39:29.503966,buy,13234.18,myr,web,304249,74022.0,sg,sg,25634.31,10570.33,1,0,0,0,DEV-0007-619,55.79.246.58,0,none
U-NORM-0116,ACC-0116,2037,2026-01-10 23:42:07.730989,sell,1981.36,usd,mobile,114077,31152.0,cn,cn,3418.68,833.57,2,0,0,0,DEV-0116-436,207.151.227.175,0,none
U-NORM-0135,ACC-0135,2038,2026-01-10 23:46:43.101968,deposit,3450.59,usd,mobile,139028,14800.0,gb,us,2935.14,2117.7,1,0,0,0,DEV-0135-966,146.66.43.112,0,none
U-NORM-0134,ACC-0134,2039,2026-01-10 23:46:50.385605,sell,5600.63,eur,web,150785,181299.0,au,au,445.33,1420.52,4,0,0,0,DEV-0134-222,7.129.161.223,0,none
U-NORM-0017,ACC-0017,2040,2026-01-10 23:59:00.891019,sell,4651.41,eur,web,146595,6161.0,my,my,759.1,1202.82,2,0,0,0,DEV-0017-179,34.115.227.3,0,none
U-NORM-0131,ACC-0131,2041,2026-01-11 00:09:58.088276,withdrawal,4718.09,usd,api,463738,179617.0,au,au,1634.38,1646.39,1,0,0,0,DEV-0131-504,6.62.62.148,0,none
U-NORM-0158,ACC-0158,2042,2026-01-11 00:10:47.101825,sell,2152.53,sgd,api,333492,82639.0,us,us,2994.55,1145.89,1,0,0,0,DEV-0158-862,161.114.165.70,0,none
U-NORM-0057,ACC-0057,2043,2026-01-11 00:11:03.303452,withdrawal,13479.34,usd,web,268636,63487.0,au,au,12117.39,11599.31,5,0,0,0,DEV-0057-444,110.245.31.131,0,none
U-NORM-0130,ACC-0130,2044,2026-01-11 00:14:31.596571,sell,2174.56,sgd,web,266397,107170.0,au,au,41.65,1230.64,0,0,0,0,DEV-0130-859,29.26.91.37,0,none
U-NORM-0159,ACC-0159,2045,2026-01-11 00:16:49.807046,withdrawal,1002.27,gbp,api,107745,17929.0,cn,cn,1493.41,983.18,0,0,0,0,DEV-0159-699,9.41.99.58,0,none
U-NORM-0187,ACC-0187,2046,2026-01-11 00:20:18.831558,deposit,1453.72,jpy,api,79172,17592.0,th,th,419.75,1018.17,2,0,0,0,DEV-0187-352,6.246.119.71,0,none
U-NORM-0012,ACC-0012,2047,2026-01-11 00:33:47.831551,deposit,12727.73,usd,api,304692,50887.0,us,us,12677.85,9454.48,2,0,0,0,DEV-0012-564,34.212.233.145,0,none
U-NORM-0197,ACC-0197,2048,2026-01-11 00:34:06.546619,buy,12895.1,jpy,web,249933,184321.0,gb,gb,16575.76,2806.07,3,0,0,0,DEV-0197-552,1.139.213.82,0,none
U-NORM-0017,ACC-0017,2049,2026-01-11 00:39:41.472467,deposit,3193.74,sgd,api,146595,6161.0,my,my,1890.26,2120.08,2,0,0,0,DEV-0017-179,34.115.227.3,0,none
U-NORM-0063,ACC-0063,2050,2026-01-11 01:05:40.490905,deposit,615.08,myr,mobile,58325,23458.0,in,in,849.57,324.79,2,0,0,0,DEV-0063-609,8.125.220.93,0,none
U-NORM-0061,ACC-0061,2051,2026-01-11 01:11:33.401740,sell,4157.47,jpy,api,44332,9432.0,us,jp,4167.78,994.37,3,0,0,0,DEV-0061-774,68.157.212.173,0,none
U-NORM-0127,ACC-0127,2052,2026-01-11 01:12:40.251880,deposit,9734.48,eur,mobile,188805,102360.0,us,us,1160.43,19.33,4,0,0,0,DEV-0127-672,91.145.207.71,0,none
U-NORM-0054,ACC-0054,2053,2026-01-11 01:30:06.040457,deposit,10106.25,myr,api,246102,52669.0,au,au,13235.37,6921.31,2,0,0,0,DEV-0054-661,101.172.216.174,0,none
U-NORM-0190,ACC-0190,2054,2026-01-11 01:32:50.146363,sell,269.35,usd,api,110698,29325.0,vn,vn,145.01,6.74,3,0,0,0,DEV-0190-325,68.40.143.24,0,none
U-NORM-0108,ACC-0108,2055,2026-01-11 01:38:38.493468,buy,13154.07,myr,mobile,360290,98028.0,au,au,20329.59,5351.55,4,0,0,0,DEV-0108-591,216.54.70.215,0,none
U-NORM-0136,ACC-0136,2056,2026-01-11 01:45:20.542296,buy,3733.82,gbp,api,67506,27879.0,us,ph,4292.55,2268.24,0,0,0,0,DEV-0136-364,100.125.20.13,0,none
U-NORM-0086,ACC-0086,2057,2026-01-11 01:55:21.002701,sell,1692.35,gbp,api,260040,168962.0,au,au,2463.45,1157.33,0,0,0,0,DEV-0086-474,4.222.88.39,0,none
U-NORM-0077,ACC-0077,2058,2026-01-11 01:56:40.664856,buy,863.16,gbp,api,41842,43476.0,sg,sg,21.01,544.0,0,0,0,0,DEV-0077-598,77.4.220.221,0,none
U-NORM-0176,ACC-0176,2059,2026-01-11 01:59:33.437651,withdrawal,3273.1,sgd,mobile,60600,49984.0,sg,sg,5518.21,287.35,3,1,0,0,DEV-0176-178,130.96.4.37,0,none
U-NORM-0135,ACC-0135,2060,2026-01-11 02:02:10.418015,deposit,2640.19,sgd,web,139028,14800.0,gb,gb,108.99,857.69,2,0,0,0,DEV-0135-966,146.66.43.112,0,none
U-NORM-0034,ACC-0034,2061,2026-01-11 02:46:57.613605,deposit,5576.68,usd,mobile,252654,82975.0,sg,au,7979.52,385.76,0,0,0,0,DEV-0034-441,88.202.14.214,0,none
U-NORM-0172,ACC-0172,2062,2026-01-11 02:48:10.829532,buy,7873.29,sgd,web,366421,194243.0,us,us,5152.94,5074.4,1,0,0,0,DEV-0172-590,7.128.198.81,0,none
U-NORM-0121,ACC-0121,2063,2026-01-11 02:48:40.463927,sell,18605.03,sgd,mobile,379023,100222.0,gb,gb,36951.75,2021.74,3,0,0,0,DEV-0121-150,100.124.245.222,0,none
U-NORM-0120,ACC-0120,2064,2026-01-11 03:05:30.155922,buy,2105.39,jpy,api,121635,9991.0,ph,ph,1593.87,1958.63,2,0,0,0,DEV-0120-967,50.61.217.7,0,none
U-NORM-0066,ACC-0066,2065,2026-01-11 03:16:11.946891,sell,1622.88,jpy,api,86005,37893.0,sg,th,1256.53,55.78,2,0,0,0,DEV-0066-740,97.36.40.33,0,none
U-NORM-0112,ACC-0112,2066,2026-01-11 03:18:10.866827,withdrawal,129.61,gbp,api,46966,30035.0,vn,vn,33.02,14.54,1,2,0,0,DEV-0112-787,143.119.166.225,0,none
U-NORM-0029,ACC-0029,2067,2026-01-11 03:29:12.429506,buy,10178.26,jpy,api,468041,195006.0,us,us,4383.96,2970.7,2,0,0,0,DEV-0029-755,164.158.177.124,0,none
U-NORM-0013,ACC-0013,2068,2026-01-11 03:29:45.337656,sell,8115.13,gbp,web,311121,186690.0,au,au,5679.7,7541.29,1,0,0,0,DEV-0013-420,106.23.113.190,0,none
U-NORM-0069,ACC-0069,2069,2026-01-11 03:30:06.815697,sell,4244.91,myr,mobile,35290,28586.0,jp,jp,2552.21,2806.54,3,1,0,0,DEV-0069-850,105.185.40.91,0,none
U-NORM-0057,ACC-0057,2070,2026-01-11 03:32:47.110823,buy,7189.0,sgd,mobile,268636,63487.0,au,au,2097.16,6864.34,3,0,0,0,DEV-0057-444,110.245.31.131,0,none
U-NORM-0157,ACC-0157,2071,2026-01-11 04:18:19.755856,withdrawal,4634.7,eur,web,139032,21938.0,sg,sg,6070.8,1454.54,0,0,0,0,DEV-0157-127,104.209.245.10,0,none
U-NORM-0137,ACC-0137,2072,2026-01-11 04:28:05.069391,sell,1348.56,gbp,api,105925,34385.0,ph,ph,1645.43,977.31,2,0,0,0,DEV-0137-474,128.104.158.126,0,none
U-NORM-0184,ACC-0184,2073,2026-01-11 04:28:25.552474,sell,9044.7,gbp,web,459470,146583.0,us,us,5675.62,2801.51,0,0,0,0,DEV-0184-897,36.156.46.35,0,none
U-NORM-0114,ACC-0114,2074,2026-01-11 04:30:46.735061,withdrawal,11720.75,myr,web,315955,102215.0,us,us,3717.01,6794.15,4,0,0,0,DEV-0114-281,42.72.244.86,0,none
U-NORM-0005,ACC-0005,2075,2026-01-11 04:31:52.980700,deposit,3028.85,myr,web,59009,22773.0,vn,vn,2325.23,1410.88,4,0,0,0,DEV-0005-693,169.250.76.115,0,none
U-NORM-0115,ACC-0115,2076,2026-01-11 04:38:46.851075,withdrawal,1215.3,sgd,web,142745,20653.0,in,in,599.12,523.71,1,0,0,0,DEV-0115-634,120.211.109.222,0,none
U-NORM-0011,ACC-0011,2077,2026-01-11 04:54:21.330112,withdrawal,19170.08,sgd,api,385796,178557.0,gb,gb,36440.76,11149.75,1,1,0,0,DEV-0011-462,174.135.247.50,0,none
U-NORM-0111,ACC-0111,2078,2026-01-11 04:57:11.213634,withdrawal,4202.43,jpy,mobile,145547,6350.0,id,id,70.49,2304.72,1,0,0,0,DEV-0111-868,78.253.74.68,0,none
U-NORM-0173,ACC-0173,2079,2026-01-11 05:03:45.988148,buy,3982.89,jpy,web,188728,114650.0,gb,gb,7001.76,1106.68,0,0,0,0,DEV-0173-628,199.170.115.88,0,none
U-NORM-0140,ACC-0140,2080,2026-01-11 05:08:18.661064,deposit,16215.76,gbp,web,297915,141196.0,gb,gb,7752.1,9028.22,6,0,0,0,DEV-0140-192,24.1.166.5,0,none
U-NORM-0003,ACC-0003,2081,2026-01-11 05:22:27.243158,sell,18725.82,myr,mobile,173275,122274.0,us,us,34697.06,13512.49,2,0,0,0,DEV-0003-791,55.242.86.169,0,none
U-NORM-0057,ACC-0057,2082,2026-01-11 05:27:13.126572,deposit,2820.3,myr,web,268636,63487.0,au,au,2119.33,795.73,4,0,0,0,DEV-0057-444,110.245.31.131,0,none
U-NORM-0122,ACC-0122,2083,2026-01-11 05:27:47.869117,sell,14328.03,eur,web,363109,150117.0,gb,gb,13443.31,6236.47,2,0,0,0,DEV-0122-502,90.144.211.169,0,none
U-NORM-0099,ACC-0099,2084,2026-01-11 05:35:18.044737,sell,2618.79,eur,web,88277,15747.0,us,us,5085.73,2200.67,3,0,0,0,DEV-0099-126,12.25.1.170,0,none
U-NORM-0146,ACC-0146,2085,2026-01-11 06:01:31.710935,deposit,12531.82,jpy,api,242889,127006.0,au,au,3586.68,4659.35,0,0,0,0,DEV-0146-478,71.204.210.39,0,none
U-NORM-0009,ACC-0009,2086,2026-01-11 06:04:50.584090,withdrawal,5990.84,usd,mobile,467013,176888.0,sg,th,6065.92,3798.81,1,1,0,0,DEV-0009-469,18.10.199.224,0,none
U-NORM-0124,ACC-0124,2087,2026-01-11 06:16:35.259756,withdrawal,1131.1,jpy,mobile,199541,120719.0,gb,gb,1944.4,435.48,4,0,0,0,DEV-0124-726,197.160.97.202,0,none
U-NORM-0003,ACC-0003,2088,2026-01-11 06:33:25.870219,buy,15848.78,sgd,mobile,173275,122274.0,us,us,7470.85,10044.3,4,0,0,0,DEV-0003-791,55.242.86.169,0,none
U-NORM-0052,ACC-0052,2089,2026-01-11 06:42:27.150652,deposit,11124.6,jpy,api,362916,55462.0,sg,sg,4222.6,2078.88,2,0,0,0,DEV-0052-104,13.193.103.238,0,none
U-NORM-0129,ACC-0129,2090,2026-01-11 06:53:34.111136,sell,4034.55,jpy,mobile,284479,89529.0,gb,gb,1950.78,1586.63,3,0,0,0,DEV-0129-953,203.236.60.92,0,none
U-NORM-0074,ACC-0074,2091,2026-01-11 06:59:38.518066,deposit,4804.92,gbp,mobile,81548,33340.0,id,id,7010.42,2892.8,3,0,0,0,DEV-0074-711,179.101.71.34,0,none
U-NORM-0184,ACC-0184,2092,2026-01-11 07:03:57.603205,sell,10969.62,sgd,mobile,459470,146583.0,us,us,6042.01,3896.45,2,0,0,0,DEV-0184-897,36.156.46.35,0,none
U-NORM-0185,ACC-0185,2093,2026-01-11 07:05:29.797961,buy,3441.55,jpy,api,47145,48157.0,gb,gb,4242.31,3385.11,0,0,0,0,DEV-0185-431,21.21.91.135,0,none
U-NORM-0031,ACC-0031,2094,2026-01-11 07:06:01.472827,withdrawal,728.11,eur,web,62544,5037.0,sg,sg,902.22,491.86,0,0,0,0,DEV-0031-464,40.70.135.94,0,none
U-NORM-0143,ACC-0143,2095,2026-01-11 07:10:06.986627,withdrawal,1969.2,gbp,web,106673,30804.0,us,us,3586.48,225.57,2,0,0,0,DEV-0143-846,204.207.86.194,0,none
U-NORM-0004,ACC-0004,2096,2026-01-11 07:11:29.829858,buy,9474.11,usd,web,486676,131994.0,sg,sg,16540.77,6937.18,1,0,0,0,DEV-0004-971,84.93.249.55,0,none
U-NORM-0125,ACC-0125,2097,2026-01-11 07:17:39.226733,deposit,737.4,usd,mobile,75500,39885.0,th,th,891.77,139.44,0,0,0,0,DEV-0125-284,29.72.223.208,0,none
U-NORM-0049,ACC-0049,2098,2026-01-11 07:18:54.400270,buy,2599.34,myr,mobile,40467,49844.0,vn,vn,4078.06,1764.21,1,1,0,0,DEV-0049-192,209.155.113.60,0,none
U-NORM-0188,ACC-0188,2099,2026-01-11 07:23:14.890647,sell,12910.06,eur,mobile,376868,93513.0,gb,gb,2906.95,266.89,1,0,0,0,DEV-0188-640,210.180.215.239,0,none
U-NORM-0014,ACC-0014,2100,2026-01-11 07:30:48.065478,buy,5417.61,myr,web,490968,134425.0,sg,sg,2778.84,1924.99,0,0,0,0,DEV-0014-379,201.230.251.59,0,none
U-NORM-0009,ACC-0009,2101,2026-01-11 07:50:47.341272,sell,5833.44,gbp,web,467013,176888.0,sg,sg,1633.64,1614.78,2,0,0,0,DEV-0009-469,18.10.199.224,0,none
U-NORM-0007,ACC-0007,2102,2026-01-11 07:58:24.765000,sell,19619.44,sgd,api,304249,74022.0,sg,sg,13273.24,18208.48,5,0,0,0,DEV-0007-619,55.79.246.58,0,none
U-NORM-0177,ACC-0177,2103,2026-01-11 07:59:31.698813,deposit,3183.95,jpy,web,92519,24184.0,in,in,6.41,80.74,3,0,0,0,DEV-0177-753,103.87.195.214,0,none
U-NORM-0029,ACC-0029,2104,2026-01-11 08:02:18.809749,withdrawal,8207.95,usd,web,468041,195006.0,us,us,3451.87,4644.78,4,0,0,0,DEV-0029-755,164.158.177.124,0,none
U-NORM-0137,ACC-0137,2105,2026-01-11 08:17:24.534834,withdrawal,3809.91,gbp,web,105925,34385.0,ph,ph,2999.71,2595.07,2,0,0,0,DEV-0137-474,128.104.158.126,0,none
U-NORM-0106,ACC-0106,2106,2026-01-11 08:30:29.743124,buy,4660.55,jpy,api,69420,21052.0,th,th,268.9,1540.6,1,0,0,0,DEV-0106-768,94.125.104.82,0,none
U-NORM-0018,ACC-0018,2107,2026-01-11 08:30:51.031872,buy,19857.78,myr,api,488526,189005.0,gb,gb,15859.72,8135.19,3,0,0,0,DEV-0018-666,117.4.188.52,0,none
U-NORM-0079,ACC-0079,2108,2026-01-11 08:31:47.399510,sell,263.57,gbp,api,54806,38162.0,au,au,305.4,15.45,3,1,0,0,DEV-0079-486,196.86.80.26,0,none
U-NORM-0125,ACC-0125,2109,2026-01-11 08:46:26.820117,buy,4495.78,eur,api,75500,39885.0,th,th,480.38,538.86,1,0,0,0,DEV-0125-284,29.72.223.208,0,none
U-NORM-0133,ACC-0133,2110,2026-01-11 08:50:59.287412,buy,976.98,usd,api,133213,35408.0,us,us,312.24,368.31,0,0,0,0,DEV-0133-661,121.226.183.247,0,none
U-NORM-0129,ACC-0129,2111,2026-01-11 09:05:00.121898,sell,13713.46,myr,web,284479,89529.0,gb,gb,11229.84,5812.28,3,0,0,0,DEV-0129-953,203.236.60.92,0,none
U-NORM-0063,ACC-0063,2112,2026-01-11 09:15:57.359833,sell,4091.81,myr,mobile,58325,23458.0,in,in,7400.53,3232.75,4,0,0,0,DEV-0063-609,8.125.220.93,0,none
U-NORM-0023,ACC-0023,2113,2026-01-11 09:15:58.505302,sell,2668.56,usd,mobile,59113,23827.0,gb,gb,688.95,1980.87,3,0,0,0,DEV-0023-521,113.23.32.67,0,none
U-NORM-0131,ACC-0131,2114,2026-01-11 09:45:56.677100,sell,15236.16,eur,api,463738,179617.0,au,au,26219.93,12436.24,0,0,0,0,DEV-0131-504,6.62.62.148,0,none
U-NORM-0153,ACC-0153,2115,2026-01-11 09:46:50.904733,deposit,1394.72,myr,web,68380,14551.0,cn,cn,5.57,1107.25,3,0,0,0,DEV-0153-167,211.243.248.223,0,none
U-NORM-0199,ACC-0199,2116,2026-01-11 09:54:51.685839,buy,6333.23,jpy,mobile,167041,51212.0,gb,gb,1599.85,5343.99,2,0,0,0,DEV-0199-130,222.161.118.27,0,none
U-NORM-0012,ACC-0012,2117,2026-01-11 10:04:08.822797,deposit,17911.08,eur,web,304692,50887.0,us,us,28915.27,15427.17,0,0,0,0,DEV-0012-564,34.212.233.145,0,none
U-NORM-0071,ACC-0071,2118,2026-01-11 10:10:15.748642,sell,9696.57,sgd,api,295271,166854.0,gb,gb,17540.39,5513.51,1,0,0,0,DEV-0071-430,158.190.84.37,0,none
